Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
43739,10,40,2605,30,75,19,2110,118
43740,9,38,2522,29,75,18,2110,118
43741,7,30,2001,23,75,15,2110,118
43742,9,38,2469,28,75,19,2110,118
43743,9,36,2391,28,75,18,2110,118
43744,7,29,1898,22,75,15,2110,118
43745,7,30,1981,23,75,19,2062,118
43746,7,30,1981,23,75,19,2062,118
43747,6,26,1710,20,75,16,2110,118
43748,9,36,2371,27,75,17,2086,118
43749,10,41,2714,31,75,19,2086,118
43750,10,41,2714,31,75,19,2086,118
43751,8,33,2200,25,75,15,2086,118
43752,9,37,2446,28,75,18,2086,118
43753,10,40,2610,30,75,19,2086,118
43754,10,40,2624,30,75,19,2086,118
43755,7,30,1964,23,75,14,2063,118
43756,10,39,2569,30,75,19,2063,118
43757,10,40,2624,30,75,19,2063,118
43758,9,36,2333,27,75,18,2098,118
43759,9,36,2333,27,75,18,2086,118
43760,9,37,2423,28,75,19,2086,118
43761,9,36,2376,27,75,19,2110,118
43762,8,33,2250,25,74,17,2110,118
43763,8,30,2042,22,74,16,2110,118
43764,9,36,2476,27,74,19,2110,117
43765,9,36,2476,27,74,19,2110,117
43766,8,31,2124,23,74,16,2110,117
43767,8,31,2124,23,74,17,2110,117
43768,9,35,2417,26,74,19,2110,117
43769,9,35,2417,26,74,19,2110,117
43770,7,27,1859,20,74,15,2110,117
43771,8,31,2151,23,74,18,2110,117
43772,9,34,2309,25,74,19,2110,117
43773,9,34,2309,25,74,19,2110,117
43774,7,29,1978,22,74,14,2110,117
43775,9,38,2387,29,76,19,2110,117
43776,9,39,2465,30,76,19,2110,117
43777,9,37,2362,29,76,18,2110,117
43778,7,30,2000,23,75,15,2110,117
43779,10,39,2568,30,75,19,2110,117
43780,10,39,2568,30,75,19,2110,117
43781,9,35,2511,26,73,17,2098,117
43782,9,33,2306,24,73,16,2098,117
43783,10,36,2584,27,73,18,2098,117
43784,10,39,2788,29,73,19,2098,117
43785,10,38,2730,28,73,19,2098,117
43786,8,30,2117,22,73,15,2098,117
43787,10,39,2744,28,73,19,2098,117
43788,10,39,2774,29,73,19,2098,117
43789,10,39,2788,29,73,19,2098,117
43790,8,32,2277,24,73,16,2098,116
43791,9,36,2540,26,73,17,2098,116
43792,10,39,2774,29,73,19,2098,116
43793,10,39,2774,29,73,19,2098,116
43794,9,35,2496,26,73,17,2098,116
43795,9,33,2321,24,73,16,2098,116
43796,10,39,2774,29,73,19,2098,116
43797,10,39,2671,29,74,19,2098,116
43798,10,38,2615,29,74,19,2098,116
43799,8,30,2038,22,74,15,2098,116
43800,9,35,2482,26,73,17,2098,116
43801,10,39,2774,29,73,19,2098,116
43802,10,39,2774,29,73,19,2098,116
43803,8,32,2277,24,73,16,2098,116
43804,9,36,2540,26,73,17,2098,116
43805,10,39,2774,29,73,19,2098,116
43806,10,39,2568,30,75,19,2098,116
43807,12,48,3163,36,75,23,2098,116
43808,8,34,2244,26,75,17,2098,116
43809,9,37,2441,28,75,20,2098,116
43810,9,37,2441,28,75,20,2098,116
43811,9,37,2441,28,75,20,2122,116
43812,8,32,2280,24,73,17,2122,116
43813,9,35,2465,26,73,19,2122,116
43814,10,37,2636,27,73,20,2122,116
43815,9,36,2544,26,73,19,2122,116
43816,6,24,1687,18,73,13,2122,115
43817,7,30,1886,23,76,15,2122,115
43818,8,34,2152,26,76,17,2122,115
43819,9,38,2406,29,76,19,2122,115
43820,8,34,2152,26,76,17,2122,115
43821,8,34,2152,26,76,10,2122,115
43822,8,34,2152,26,76,17,2122,115
43823,8,34,2152,26,76,16,2122,115
43824,8,34,2152,26,76,13,2122,115
43825,8,34,2242,26,75,17,2122,115
43826,8,34,2242,26,75,15,2122,115
43827,8,34,2242,26,75,14,2122,115
43828,8,34,2242,26,75,13,2122,115
43829,8,34,2242,26,75,18,2122,115
43830,8,34,2242,26,75,12,2122,115
43831,7,30,1988,23,75,15,2122,115
43832,9,37,2322,28,76,18,2098,115
43833,7,28,1794,22,76,14,2098,115
43834,7,28,1769,21,76,14,2098,115
43835,8,34,2123,26,76,17,2098,115
43836,8,32,2047,25,76,16,2098,115
43837,7,28,1769,21,76,14,2098,115
43838,6,28,1632,22,78,15,2098,115
43839,7,34,1985,27,78,18,2098,115
43840,6,27,1566,21,78,14,2098,115
43841,6,27,1544,21,78,14,2098,115
43842,7,32,1853,25,78,17,2098,114
43843,7,31,1775,24,78,16,2098,114
43844,6,27,1544,21,78,14,2098,114
43845,6,28,1632,22,78,15,2098,114
43846,7,35,2007,27,78,18,2098,114
43847,6,27,1544,21,78,14,2098,114
43848,8,32,2021,25,76,17,2098,114
43849,8,32,2123,24,75,16,2098,114
43850,7,28,1775,22,76,14,2098,114
43851,9,38,2388,29,76,19,2098,114
43852,7,28,1750,21,76,14,2098,114
43853,8,33,2088,25,76,17,2098,114
43854,8,33,2051,25,76,16,2098,114
43855,7,28,1884,21,74,14,2098,114
43856,10,38,2571,28,74,19,2098,114
43857,7,28,1884,21,74,14,2098,114
43858,8,33,2221,24,74,17,2098,114
43859,8,33,2221,24,74,17,2098,114
43860,7,28,1884,21,74,14,2098,114
43861,10,37,2557,28,74,19,2098,114
43862,7,28,1884,21,74,14,2098,114
43863,8,33,2221,24,74,17,2098,114
43864,8,33,2135,25,75,17,2098,114
43865,7,28,1812,21,75,14,2098,114
43866,10,40,2594,30,75,19,2098,114
43867,9,37,2459,28,75,19,2110,113
43868,12,47,3106,36,75,24,2122,113
43869,10,42,2770,32,75,21,2134,113
43870,7,29,1915,22,75,15,2134,113
43871,12,48,3161,36,75,22,2134,113
43872,9,38,2367,29,76,17,2134,113
43873,12,53,3341,41,76,24,2134,113
43874,9,38,2367,29,76,17,2134,113
43875,9,38,2381,29,76,17,2134,113
43876,9,38,2367,29,76,17,2134,113
43877,13,53,3480,40,75,24,2134,113
43878,9,38,2465,28,75,17,2134,113
43879,9,36,2378,27,75,16,2134,113
43880,10,39,2552,29,75,18,2134,113
43881,9,38,2465,28,75,17,2134,113
43882,9,38,2465,28,75,17,2134,113
43883,9,38,2465,28,75,17,2134,113
43884,10,38,2663,28,73,17,2134,113
43885,9,36,2522,26,73,16,2134,113
43886,7,28,1973,20,73,13,2134,113
43887,11,40,2934,29,72,21,2134,113
43888,6,23,1703,17,72,12,2134,113
43889,9,33,2433,24,72,17,2134,113
43890,9,33,2433,24,72,17,2134,113
43891,9,33,2433,24,72,17,2134,113
43892,7,24,1760,17,72,12,2134,113
43893,8,29,2104,21,72,15,2134,112
43894,4,16,1202,12,72,8,2134,112
43895,7,27,1975,19,72,14,2134,112
43896,9,33,2433,24,72,17,2134,112
43897,9,35,2548,25,72,17,2134,112
43898,9,35,2548,25,72,17,2134,112
43899,9,31,2293,23,72,15,2134,112
43900,7,24,1816,17,71,12,2134,112
43901,9,30,2297,22,71,15,2134,112
43902,7,25,1909,18,71,12,2134,112
43903,10,35,2654,25,71,17,2134,112
43904,6,20,1552,15,71,10,2134,112
43905,10,35,2639,25,71,17,2134,112
43906,6,20,1552,15,71,10,2134,112
43907,10,34,2561,24,71,17,2134,112
43908,6,21,1630,15,71,11,2134,112
43909,9,33,2545,24,71,16,2134,112
43910,6,22,1645,15,71,11,2134,112
43911,8,31,2143,23,74,15,2134,112
43912,6,23,1558,17,74,11,2134,112
43913,7,29,1962,21,74,14,2134,112
43914,7,27,1851,20,74,13,2134,112
43915,6,23,1545,17,74,11,2134,112
43916,8,32,2213,24,74,16,2134,112
43917,5,20,1392,15,74,10,2134,112
43918,8,31,2087,23,74,15,2134,112
43919,6,24,1606,18,75,12,2134,111
43920,7,27,1780,20,75,13,2134,111
43921,7,28,1820,21,75,14,2134,111
43922,6,25,1619,19,75,12,2134,111
43923,7,30,1994,23,75,15,2134,111
43924,6,23,1499,17,75,11,2134,111
43925,8,32,2114,24,75,16,2134,111
43926,5,21,1405,16,75,11,2134,111
43927,8,34,2221,26,75,17,2134,111
43928,5,20,1378,15,74,10,2134,111
43929,9,35,2366,26,74,17,2134,111
43930,5,20,1392,15,74,10,2134,111
43931,8,32,2213,24,74,16,2134,111
43932,6,23,1558,17,74,11,2134,111
43933,8,30,2124,22,73,15,2134,111
43934,7,25,1777,18,73,12,2134,111
43935,9,33,2346,24,73,16,2134,111
43936,6,22,1554,16,73,11,2134,111
43937,9,33,2317,24,73,16,2134,111
43938,10,36,2576,27,73,18,2134,111
43939,13,49,3454,36,73,24,2134,111
43940,10,36,2622,26,72,19,2134,111
43941,10,35,2567,25,72,19,2134,111
43942,7,27,1991,20,72,15,2134,111
43943,8,29,2169,21,72,16,2134,111
43944,9,32,2389,24,72,17,2134,111
43945,7,26,1922,19,72,14,2134,110
43946,10,35,2554,25,72,19,2134,110
43947,7,27,1977,20,72,14,2134,110
43948,8,29,2142,21,72,16,2134,110
43949,9,32,2389,24,72,17,2134,110
43950,7,26,1922,19,72,14,2134,110
43951,10,35,2554,25,72,19,2134,110
43952,7,27,1977,20,72,14,2098,110
43953,8,29,2142,21,72,16,2098,110
43954,9,33,2403,24,72,18,2098,110
43955,7,26,1798,20,74,14,2098,110
43956,3,18,824,15,83,10,2098,110
43957,3,16,846,13,80,10,2098,110
43958,3,16,846,13,80,10,2098,110
43959,3,16,846,13,80,10,2098,110
43960,3,16,846,13,80,10,2098,110
43961,3,16,846,13,80,10,2098,110
43962,0,17,4,17,100,8,1873,110
43963,2,50,658,48,95,24,1908,110
43964,2,49,515,47,96,24,1980,110
43965,2,49,515,47,96,24,1980,110
43966,6,39,1521,33,85,24,2051,110
43967,7,39,1825,32,82,24,2051,110
43968,9,37,2339,28,76,24,2051,110
43969,8,33,2106,26,76,24,2051,110
43970,8,33,2106,26,76,24,2051,110
43971,9,33,2457,24,72,24,2051,109
43972,9,31,2295,23,72,24,2086,109
43973,9,31,2295,23,72,24,2086,109
43974,9,31,2295,23,72,24,2086,109
43975,9,31,2295,23,72,24,2086,109
43976,9,31,2295,23,72,24,2086,109
43977,10,35,2596,26,72,24,2086,109
43978,10,35,2596,26,72,24,2086,109
43979,10,36,2742,26,71,24,2086,109
43980,10,36,2742,26,71,24,2086,109
43981,10,34,2559,24,71,24,2086,109
43982,8,30,2278,21,71,24,2099,109
43983,8,30,2278,21,71,24,2099,109
43984,9,30,2380,21,70,24,2099,109
43985,9,30,2380,21,70,24,2099,109
43986,9,30,2380,21,70,24,2099,109
43987,9,30,2380,21,70,24,2099,109
43988,9,30,2380,21,70,24,2099,109
43989,8,31,2206,23,73,24,2099,109
43990,8,31,2206,23,73,24,2099,109
43991,9,36,2525,26,73,24,2099,109
43992,9,36,2525,26,73,24,2099,109
43993,9,36,2525,26,73,24,2099,109
43994,9,36,2525,26,73,24,2099,109
43995,10,36,2618,26,72,24,2099,109
43996,10,36,2618,26,72,24,2099,108
43997,8,31,2269,22,72,21,2099,108
43998,10,36,2618,26,72,24,2099,108
43999,10,36,2712,26,71,24,2099,108
44000,10,36,2712,26,71,24,2099,108
44001,9,31,2377,22,71,24,2099,108
44002,9,31,2377,22,71,24,2099,108
44003,9,30,2297,22,71,23,2099,108
44004,7,25,1872,18,71,19,2099,108
44005,6,23,1723,16,71,17,2099,108
44006,9,31,2377,22,71,24,2099,108
44007,10,36,2727,26,71,24,2099,108
44008,10,36,2727,26,71,24,2099,108
44009,10,35,2719,24,70,24,2099,108
44010,10,35,2719,24,70,24,2099,108
44011,9,29,2285,20,70,24,2099,108
44012,8,28,2220,20,70,21,2099,108
44013,9,32,2284,24,73,24,2099,108
44014,9,32,2284,24,73,24,2099,108
44015,9,32,2284,24,73,24,2099,108
44016,9,32,2284,24,73,24,2099,108
44017,9,32,2284,24,73,24,2099,108
44018,9,32,2284,24,73,24,2099,108
44019,9,32,2284,24,73,24,2099,108
44020,9,32,2284,24,73,24,2099,108
44021,9,32,2284,24,73,24,2099,108
44022,7,28,1951,20,73,21,2099,107
44023,8,30,2191,22,72,22,2099,107
44024,8,28,2092,21,72,21,2099,107
44025,11,41,2979,29,72,24,2099,107
44026,8,30,2214,22,72,21,2122,107
44027,9,34,2530,25,72,24,2122,107
44028,8,31,2267,22,72,22,2122,107
44029,7,25,1834,18,72,17,2122,107
44030,10,35,2674,25,71,24,2122,107
44031,8,27,2061,19,71,19,2122,107
44032,9,32,2429,23,71,22,2122,107
44033,9,33,2507,24,71,23,2122,107
44034,9,31,2340,22,71,21,2122,107
44035,8,28,2117,20,71,19,2122,107
44036,8,27,2094,20,71,19,2122,107
44037,8,32,2279,24,73,22,2122,107
44038,7,28,2011,21,73,20,2122,107
44039,8,30,2145,22,73,21,2122,107
44040,8,30,2145,22,73,21,2122,107
44041,7,26,1825,19,73,18,2122,107
44042,8,29,2081,22,73,21,2122,107
44043,8,31,2221,23,73,18,2122,107
44044,10,37,2735,27,72,21,2122,107
44045,8,27,2015,20,72,15,2122,107
44046,9,34,2486,25,72,19,2122,107
44047,9,33,2460,24,72,19,2122,107
44048,7,25,1819,18,72,14,2122,106
44049,10,36,2669,26,72,20,2122,106
44050,9,31,2312,23,72,20,2122,106
44051,7,26,1878,19,72,16,2122,106
44052,8,29,2124,21,72,18,2122,106
44053,8,29,2101,21,72,18,2122,106
44054,8,32,2264,23,73,20,2122,106
44055,7,27,1890,20,73,17,2122,106
44056,7,25,1750,18,73,16,2122,106
44057,7,28,1984,21,73,19,2122,106
44058,7,26,1867,19,73,18,2122,106
44059,7,25,1760,18,73,17,2122,106
44060,8,30,2134,22,73,20,2122,106
44061,8,30,2134,22,73,20,2122,106
44062,6,22,1590,16,73,15,2122,106
44063,8,29,2102,21,72,19,2122,106
44064,8,30,2236,22,72,19,2122,106
44065,7,25,1812,18,72,15,2122,106
44066,9,32,2342,23,72,20,2122,106
44067,9,32,2389,24,72,20,2122,106
44068,6,24,1742,17,72,15,2122,106
44069,10,36,2718,26,71,22,2122,106
44070,8,29,2194,21,71,18,2122,106
44071,9,31,2352,22,71,19,2122,106
44072,9,32,2413,23,71,20,2122,106
44073,7,25,1901,18,71,16,2122,106
44074,10,35,2687,25,71,20,2122,105
44075,10,36,2770,26,71,20,2122,105
44076,10,36,2729,26,71,20,2122,105
44077,10,35,2687,25,71,20,2122,105
44078,8,28,2139,20,71,16,2122,105
44079,9,33,2496,23,71,18,2122,105
44080,9,31,2372,22,71,17,2122,105
44081,10,36,2715,26,71,20,2122,105
44082,10,36,2742,26,71,20,2122,105
44083,3,12,932,9,71,7,2122,105
44084,6,21,1577,15,71,12,2122,105
44085,10,36,2804,25,70,20,2122,105
44086,10,34,2718,24,70,19,2122,105
44087,11,37,2876,26,70,20,2122,105
44088,8,26,2021,18,70,16,2122,105
44089,8,29,2258,20,70,18,2122,105
44090,10,36,2807,25,70,23,2122,105
44091,7,25,1959,18,70,16,2122,105
44092,9,32,2483,22,70,20,2122,105
44093,9,32,2483,22,70,20,2122,105
44094,7,22,1759,16,70,14,2122,105
44095,9,30,2371,21,70,19,2122,105
44096,8,28,2208,20,70,18,2122,105
44097,7,25,1882,18,71,16,2122,105
44098,7,24,1826,17,71,14,2122,105
44099,9,33,2531,24,71,19,2122,104
44100,9,33,2479,23,71,19,2122,104
44101,7,24,1839,17,71,14,2122,104
44102,9,33,2492,23,71,19,2122,104
44103,9,33,2479,23,71,19,2122,104
44104,7,26,1996,19,71,15,2122,104
44105,9,30,2322,22,71,18,2122,104
44106,8,27,2022,19,71,16,2122,104
44107,9,33,2505,24,71,19,2122,104
44108,9,33,2308,24,73,19,2122,104
44109,7,26,1870,19,73,15,2122,104
44110,9,33,2308,24,73,19,2122,104
44111,8,29,2089,22,73,17,2122,104
44112,7,28,1984,21,73,16,2122,104
44113,9,33,2354,24,73,19,2122,104
44114,6,24,1725,18,73,14,2122,104
44115,9,33,2341,24,73,19,2122,104
44116,8,29,2070,21,73,17,2122,104
44117,8,29,2058,21,73,17,2122,104
44118,9,33,2366,25,73,19,2122,104
44119,8,30,2156,22,73,18,2122,104
44120,7,26,1861,19,73,15,2122,104
44121,7,27,1885,20,73,15,2122,104
44122,9,33,2366,25,73,19,2122,104
44123,9,33,2354,24,73,19,2122,104
44124,6,26,1621,20,76,15,2122,104
44125,8,34,2169,26,76,19,2122,103
44126,8,33,2067,25,76,18,2122,103
44127,8,36,2270,28,76,20,2122,103
44128,7,26,1762,19,74,14,2122,103
44129,9,35,2386,26,74,20,2122,103
44130,6,24,1664,18,74,14,2122,103
44131,8,30,2043,22,74,17,2122,103
44132,8,30,2019,22,74,17,2122,103
44133,9,34,2349,26,74,19,2122,103
44134,8,31,2092,23,74,17,2122,103
44135,7,29,2007,22,74,16,2122,103
44136,7,26,1750,19,74,14,2122,103
44137,7,26,1762,19,74,14,2122,103
44138,8,30,2080,23,74,17,2122,103
44139,8,30,2019,22,74,17,2122,103
44140,7,26,1762,19,74,14,2122,103
44141,4,17,1131,12,74,14,2122,103
44142,6,22,1519,17,74,19,2122,103
44143,4,16,1123,12,74,14,2122,103
44144,5,20,1369,15,74,17,2122,103
44145,5,19,1313,14,74,17,2122,103
44146,6,22,1511,16,74,19,2122,103
44147,6,22,1519,17,74,19,2122,103
44148,6,25,1717,19,74,22,2122,103
44149,6,25,1693,18,74,21,2122,103
44150,6,24,1661,18,74,21,2122,103
44151,6,25,1676,18,74,20,2122,102
44152,5,21,1429,16,74,17,2122,102
44153,6,24,1634,18,74,19,2122,102
44154,5,20,1344,15,74,16,2122,102
44155,6,22,1564,16,73,18,2122,102
44156,5,20,1423,15,73,16,2122,102
44157,8,29,2050,21,73,23,2122,102
44158,5,21,1476,15,73,17,2122,102
44159,6,21,1484,15,73,17,2122,102
44160,6,24,1696,18,73,19,2122,102
44161,5,18,1272,13,73,14,2122,102
44162,5,18,1264,13,73,14,2122,102
44163,6,24,1678,18,73,19,2110,102
44164,7,27,1871,20,73,21,2122,102
44165,5,19,1320,14,73,15,2134,102
44166,5,18,1305,13,72,14,2137,102
44167,5,19,1405,14,72,16,2113,102
44168,5,19,1246,15,75,15,2113,102
44169,5,19,1238,14,75,15,2113,102
44170,5,20,1327,15,75,16,2113,102
44171,5,19,1238,14,75,15,2137,102
44172,4,17,1133,13,75,14,2137,102
44173,4,18,1190,14,75,15,2125,102
44174,5,19,1337,14,73,15,2137,102
44175,5,19,1311,14,73,15,2137,102
44176,5,18,1233,13,73,14,2125,102
44177,4,17,1189,13,73,14,2125,101
44178,5,19,1311,14,73,15,2113,101
44179,5,20,1434,15,73,16,2125,101
44180,5,20,1434,15,73,16,2113,101
44181,5,20,1434,15,73,16,2113,101
44182,4,17,1189,13,73,14,2125,101
44183,5,18,1268,13,73,15,2113,101
44184,5,20,1434,15,73,16,2113,101
44185,5,20,1390,15,73,16,2125,101
44186,5,20,1259,15,76,16,2125,101
44187,4,18,1119,14,76,14,2113,101
44188,4,18,1150,14,76,15,2101,101
44189,5,22,1352,17,76,17,2113,101
44190,5,20,1274,16,76,16,2113,101
44191,4,19,1166,14,76,15,2113,101
44192,5,20,1228,15,76,16,2125,101
44193,4,19,1204,15,76,16,2101,101
44194,5,20,1274,16,76,16,2125,101
44195,5,20,1274,16,76,16,2113,101
44196,5,20,1243,15,76,16,2137,101
44197,5,20,1450,15,72,16,2113,101
44198,6,20,1478,15,72,16,2125,101
44199,6,20,1478,15,72,16,2113,101
44200,4,15,1088,11,72,12,2113,101
44201,5,19,1408,13,71,15,2113,101
44202,6,20,1540,15,71,16,2113,101
44203,5,19,1437,14,71,15,2113,100
44204,5,19,1437,14,71,15,2113,100
44205,5,19,1446,14,71,15,2101,100
44206,6,20,1521,15,71,16,2113,100
44207,5,20,1474,14,71,16,2137,100
44208,5,18,1399,13,70,14,2137,100
44209,5,18,1408,13,70,15,2113,100
44210,6,20,1593,15,70,16,2101,100
44211,6,20,1593,15,70,16,2113,100
44212,6,20,1583,14,70,16,2125,100
44213,6,20,1573,14,70,16,2125,100
44214,5,18,1418,13,70,15,2125,100
